tag,timestamp,seed,p0_label,p1_label,winner_label,reward_p0,reward_p1,turns,p0_prizes_taken,p1_prizes_taken,p0_first_attack_turn,p1_first_attack_turn,end_reason,error
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,14,1,3,9,8,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,alakazam,1,-1,6,1,0,5,4,OTHER,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,20,2,2,5,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,16,0,5,15,2,OTHER,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,4,0,0,,2,NO_POKEMON_IN_PLAY,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,alakazam,1,-1,19,5,2,5,8,OTHER,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,14,2,4,11,6,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,16,2,5,3,4,OTHER,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,14,0,5,,4,OTHER,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,18,5,2,3,14,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,alakazam,1,-1,17,5,0,5,2,OTHER,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,14,5,3,3,8,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,alakazam,1,-1,17,2,1,5,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,14,3,3,5,8,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,alakazam,1,-1,16,5,1,5,8,OTHER,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,alakazam,1,-1,13,5,2,3,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,alakazam,1,-1,19,5,0,5,8,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,alakazam,1,-1,17,0,0,,6,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,12,4,5,7,4,OTHER,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,16,2,4,3,4,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,14,2,4,3,6,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,16,4,5,5,8,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,alakazam,1,-1,11,2,2,3,4,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,alakazam,1,-1,17,0,2,7,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,5,0,0,,2,OTHER,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,14,1,4,13,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,14,4,2,3,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,14,2,2,9,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,alakazam,1,-1,13,2,4,3,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,14,3,2,3,6,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,12,4,2,5,6,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,18,2,4,11,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,16,2,5,3,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,12,2,3,3,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,18,0,5,,4,OTHER,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,14,2,1,3,6,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,16,1,1,11,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,14,2,4,5,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,16,3,1,3,14,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,alakazam,1,-1,11,5,0,3,4,OTHER,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,alakazam,1,-1,13,4,4,3,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,alakazam,1,-1,17,5,1,5,4,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,alakazam,1,-1,19,1,3,3,6,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,22,0,0,21,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,alakazam,1,-1,15,5,0,3,4,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,38,0,0,9,38,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,alakazam,1,-1,4,0,0,3,,OTHER,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,14,5,2,3,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,alakazam,1,-1,13,1,0,5,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,alakazam,1,-1,15,5,1,3,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,10,3,1,7,8,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,alakazam,1,-1,15,0,1,3,8,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,alakazam,1,-1,9,2,1,7,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,18,1,3,3,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,14,3,3,3,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,24,3,1,5,14,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,alakazam,1,-1,15,5,1,5,10,OTHER,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,alakazam,1,-1,6,2,0,5,,OTHER,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,16,3,2,5,8,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,24,4,2,13,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,alakazam,1,-1,13,3,4,5,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,alakazam,1,-1,13,3,3,5,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,14,4,4,3,4,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,16,2,2,3,6,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,16,3,4,5,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,16,1,2,3,8,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,14,0,0,,4,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,18,1,0,7,8,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,12,3,3,3,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,alakazam,1,-1,17,3,0,3,10,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,alakazam,1,-1,15,5,3,3,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,alakazam,1,-1,23,2,0,5,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,alakazam,1,-1,13,4,0,3,4,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,12,4,1,3,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,20,0,1,,6,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,26,2,3,9,6,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,alakazam,1,-1,13,5,0,5,4,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,18,3,3,9,4,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,lucario,-1,1,18,4,2,3,12,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,alakazam,1,-1,15,2,2,3,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,alakazam,1,-1,17,2,2,17,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,alakazam,lucario,alakazam,1,-1,17,3,2,3,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,lucario,1,-1,15,2,4,3,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,12,4,1,5,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,lucario,1,-1,19,3,2,13,4,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,3,0,0,,,OTHER,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,lucario,1,-1,19,1,2,3,12,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,18,3,2,9,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,18,4,4,13,8,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,14,1,5,13,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,lucario,1,-1,13,4,4,7,4,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,3,0,0,,,OTHER,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,lucario,1,-1,13,2,0,9,4,OTHER,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,lucario,1,-1,17,2,2,9,4,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,3,0,0,,,OTHER,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,16,5,1,3,4,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,lucario,1,-1,11,4,1,3,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,16,1,4,5,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,lucario,1,-1,15,2,0,5,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,lucario,1,-1,15,5,3,3,12,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,12,2,3,3,4,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,18,1,0,7,14,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,lucario,1,-1,15,2,2,3,6,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,lucario,1,-1,15,4,2,3,4,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,14,2,2,3,4,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,18,4,1,3,12,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,14,3,4,3,8,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,14,3,4,3,4,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,18,1,2,7,4,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,14,0,1,3,8,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,16,2,4,3,4,OTHER,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,18,1,3,9,4,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,lucario,1,-1,11,1,3,7,4,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,lucario,1,-1,17,5,0,5,2,OTHER,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,14,2,2,7,10,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,12,1,2,5,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,16,0,4,13,4,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,12,4,3,5,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,lucario,1,-1,13,5,1,5,10,OTHER,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,16,1,5,3,2,OTHER,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,3,0,0,,,OTHER,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,16,3,2,9,6,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,lucario,1,-1,11,3,1,3,8,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,lucario,1,-1,29,1,1,11,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,24,3,3,3,4,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,14,3,2,3,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,14,3,3,3,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,16,1,2,7,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,18,3,1,13,8,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,14,1,4,3,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,lucario,1,-1,13,4,2,5,8,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,16,1,0,9,8,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,lucario,1,-1,13,5,0,3,2,OTHER,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,14,2,4,11,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,12,1,2,5,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,lucario,1,-1,13,1,2,3,4,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,5,0,0,,,OTHER,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,lucario,1,-1,11,4,2,3,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,lucario,1,-1,13,2,3,5,6,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,14,1,5,7,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,lucario,1,-1,13,3,0,3,6,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,lucario,1,-1,6,1,0,3,,OTHER,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,16,0,5,3,4,OTHER,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,20,0,0,3,,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,12,3,0,7,12,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,14,0,5,3,2,OTHER,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,lucario,1,-1,15,3,2,5,10,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,10,2,2,3,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,20,3,1,15,4,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,14,5,1,3,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,12,4,2,5,4,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,lucario,1,-1,13,2,0,3,8,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,16,3,1,5,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,12,2,4,3,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,14,2,1,7,6,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,lucario,1,-1,13,1,4,11,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,lucario,1,-1,13,2,1,9,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,lucario,1,-1,15,1,0,13,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,lucario,1,-1,23,1,0,5,,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,3,0,0,,2,OTHER,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,lucario,1,-1,15,2,1,3,6,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,lucario,1,-1,19,5,2,3,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,lucario,1,-1,17,5,1,3,10,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,18,0,0,,,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,3,0,0,,,OTHER,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,16,1,4,5,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,lucario,1,-1,23,0,5,23,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,lucario,1,-1,21,2,3,13,8,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,lucario,1,-1,19,1,3,13,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,14,2,2,3,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,22,3,0,3,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,12,3,2,7,4,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,14,4,2,3,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,12,4,3,3,6,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,10,1,3,3,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,lucario,1,-1,13,1,2,11,6,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,18,3,4,3,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,14,3,0,3,14,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,lucario,1,-1,19,4,3,5,2,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,14,3,1,5,12,DECK_OUT,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,lucario,1,-1,4,0,0,3,,OTHER,
tier2,2026-07-03T18:05:52,tier2-run1,lucario,alakazam,alakazam,-1,1,16,0,0,7,2,DECK_OUT,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,alakazam,1,-1,15,2,1,5,6,DECK_OUT,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,alakazam,1,-1,13,1,3,9,2,DECK_OUT,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,alakazam,1,-1,15,5,2,7,2,DECK_OUT,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,alakazam,1,-1,13,4,3,3,8,DECK_OUT,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,alakazam,1,-1,15,3,2,9,2,DECK_OUT,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,alakazam,1,-1,17,5,1,3,14,OTHER,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,abomasnow,-1,1,3,0,0,,2,OTHER,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,abomasnow,-1,1,16,5,0,3,8,DECK_OUT,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,alakazam,1,-1,13,3,2,3,10,DECK_OUT,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,abomasnow,-1,1,36,0,0,,2,DECK_OUT,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,alakazam,1,-1,15,4,1,3,8,DECK_OUT,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,alakazam,1,-1,17,5,0,5,2,OTHER,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,abomasnow,-1,1,12,2,2,5,2,DECK_OUT,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,alakazam,1,-1,6,1,0,5,2,OTHER,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,alakazam,1,-1,13,2,0,9,2,OTHER,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,abomasnow,-1,1,18,0,5,3,2,OTHER,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,alakazam,1,-1,13,4,0,3,8,OTHER,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,alakazam,1,-1,23,0,0,5,6,DECK_OUT,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,alakazam,1,-1,19,2,1,15,8,DECK_OUT,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,alakazam,1,-1,17,3,2,3,4,DECK_OUT,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,abomasnow,-1,1,10,1,3,3,4,DECK_OUT,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,alakazam,1,-1,13,1,4,3,2,DECK_OUT,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,abomasnow,-1,1,6,0,0,3,2,NO_POKEMON_IN_PLAY,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,alakazam,1,-1,13,5,1,3,2,OTHER,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,abomasnow,-1,1,14,1,1,3,8,DECK_OUT,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,abomasnow,-1,1,16,3,4,3,6,DECK_OUT,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,abomasnow,-1,1,16,3,1,5,10,DECK_OUT,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,abomasnow,-1,1,12,2,3,5,2,DECK_OUT,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,alakazam,1,-1,15,5,0,3,6,OTHER,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,abomasnow,-1,1,12,2,3,3,4,DECK_OUT,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,alakazam,1,-1,19,4,3,7,2,DECK_OUT,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,abomasnow,-1,1,16,1,2,13,10,DECK_OUT,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,alakazam,1,-1,17,0,0,7,16,DECK_OUT,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,alakazam,1,-1,15,2,3,3,2,DECK_OUT,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,alakazam,1,-1,15,5,3,3,4,DECK_OUT,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,alakazam,1,-1,17,5,2,3,6,OTHER,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,alakazam,1,-1,15,4,1,3,6,DECK_OUT,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,abomasnow,-1,1,16,1,5,13,4,DECK_OUT,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,alakazam,1,-1,13,5,0,3,6,OTHER,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,abomasnow,-1,1,12,1,1,3,2,DECK_OUT,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,alakazam,1,-1,15,2,5,3,4,DECK_OUT,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,abomasnow,-1,1,14,2,2,9,8,DECK_OUT,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,alakazam,1,-1,19,0,2,13,10,DECK_OUT,
tier2,2026-07-03T18:06:26,tier2-run1,alakazam,abomasnow,alakazam,1,-1,13,4,2,9,4,DECK_OUT,
